id,year,pstatabb,pname,genid,genstat,genntan
12909,2019,ME,International Paper Livermore Hydro,GEN1,OP,"4,542"
12910,2019,ME,International Paper Livermore Hydro,GEN2,OP,"4,542"
12911,2019,ME,International Paper Livermore Hydro,GEN3,OP,"4,542"
12912,2019,ME,International Paper Livermore Hydro,GEN4,OP,"4,955"
12913,2019,ME,International Paper Livermore Hydro,GEN5,OP,"4,542"
12914,2019,ME,International Paper Livermore Hydro,GEN6,OP,"2,891"
12915,2019,ME,International Paper Livermore Hydro,GEN7,OP,"3,716"
12916,2019,ME,International Paper Livermore Hydro,GEN8,OS,"4,129"
12917,2019,ME,International Paper Livermore Hydro,GEN9,OP,"4,129"
12918,2019,ME,International Paper Riley Hydro,GEN1,OP,"3,732"
12919,2019,ME,International Paper Riley Hydro,GEN2,OP,"3,732"
12920,2019,ME,International Paper Riley Hydro,GEN3,OP,"3,732"
12921,2019,ME,International Paper Riley Hydro,GEN4,OP,"3,732"
12922,2019,ME,International Paper Riley Hydro,GEN5,OP,"3,732"
12923,2019,ME,International Paper Riley Hydro,GEN6,OP,"3,732"
12924,2019,ME,IOS - MEW Phase 1,MEW1,OP,"4,900"
12925,2019,ME,Kibby Wind Facility,1,OP,"146,296"
12926,2019,ME,Kibby Wind Facility,2,OP,"146,296"
12927,2019,ME,Lockwood Hydroelectric Facility,GEN1,OP,"3,174"
12928,2019,ME,Lockwood Hydroelectric Facility,GEN2,OP,"3,174"
12929,2019,ME,Lockwood Hydroelectric Facility,GEN3,OP,"3,174"
12930,2019,ME,Lockwood Hydroelectric Facility,GEN4,OP,"3,174"
12931,2019,ME,Lockwood Hydroelectric Facility,GEN5,OP,"3,174"
12932,2019,ME,Lockwood Hydroelectric Facility,GEN6,OP,"3,174"
12933,2019,ME,Lockwood Hydroelectric Facility,GEN7,OP,"9,523"
12934,2019,ME,Maine Independence Station,GEN1,OP,"69,360"
12935,2019,ME,Maine Independence Station,GEN2,OP,"94,617"
12936,2019,ME,Maine Independence Station,GEN3,OP,"109,999"
12937,2019,ME,Mars Hill Wind Farm Project,1,OP,"139,318"
12938,2019,ME,Mead Rumford Cogen,3STG,SB,0
12939,2019,ME,Mechanic Falls,GEN1,OA,0
12940,2019,ME,Mechanic Falls,GEN2,OA,0
12941,2019,ME,Medway,IC1,RE,
12942,2019,ME,Medway,IC2,RE,
12943,2019,ME,Medway,IC3,RE,
12944,2019,ME,Medway,IC4,RE,
12945,2019,ME,Medway Hydro,MW01,OP,"6,251"
12946,2019,ME,Medway Hydro,MW02,OP,"6,251"
12947,2019,ME,Medway Hydro,MW03,OP,"6,251"
12948,2019,ME,Medway Hydro,MW04,OP,"6,251"
12949,2019,ME,Medway Hydro,MW05,OP,"6,251"
12950,2019,ME,Messalonskee 2 (Oakland),1,OP,"11,114"
12951,2019,ME,Messalonskee 3,1,OP,"5,353"
12952,2019,ME,Messalonskee 5,1,OP,"6,298"
12953,2019,ME,Milford Hydro Station,MF01,OP,"4,013"
12954,2019,ME,Milford Hydro Station,MF02,OP,"4,013"
12955,2019,ME,Milford Hydro Station,MF03,OP,"9,172"
12956,2019,ME,Milford Hydro Station,MF04,OP,"9,172"
12957,2019,ME,Milford Hydro Station,MF05,OP,"9,172"
12958,2019,ME,Milford Hydro Station,MF06,OP,"9,172"
12959,2019,ME,Milo PV - BD Solar 1 LLC,MILPV,T,
12960,2019,ME,MMWAC Resource Recovery Facility,ST1,OP,"16,100"
12961,2019,ME,North Gorham,1,OP,"6,076"
12962,2019,ME,North Gorham,2,OP,"6,076"
12963,2019,ME,Number Nine Wind Farm,GEN1,IP,
12964,2019,ME,Oakfield Wind Project,1,OP,"393,111"
12965,2019,ME,Orono B,ORB-1,OP,"8,032"
12966,2019,ME,Orono B,ORB-2,OP,"8,032"
12967,2019,ME,Orono B,ORB-3,OP,"8,032"
12968,2019,ME,Orono Hydro Station,1,OP,"1,794"
12969,2019,ME,Orono Hydro Station,2,OP,"2,153"
12970,2019,ME,Orono Hydro Station,3,OP,"2,871"
12971,2019,ME,Orono Hydro Station,4,OP,"2,871"
12972,2019,ME,Otis Hydro,GEN1,OP,"27,909"
12973,2019,ME,Otis Hydro,GEN2,OP,"27,909"
12974,2019,ME,Oxford PV - BD Solar Oxford LLC,OXFPV,T,
12975,2019,ME,Passadumkeag Windpark LLC,Q357,OP,"144,070"
12976,2019,ME,Pejepscot Hydroelectric Project,GEN1,OP,"38,906"
12977,2019,ME,Pejepscot Hydroelectric Project,GEN2,OP,"1,265"
12978,2019,ME,Pejepscot Hydroelectric Project,GEN3,OP,949
12979,2019,ME,Pejepscot Hydroelectric Project,GEN4,OP,"1,582"
12980,2019,ME,Penobscot Energy Recovery,GEN1,OP,"85,303"
12981,2019,ME,Pine Tree Landfill Gas to Energy,3201,OP,"2,095"
12982,2019,ME,Pine Tree Landfill Gas to Energy,3202,OP,"2,095"
12983,2019,ME,Pine Tree Landfill Gas to Energy,3203,OP,"2,095"
12984,2019,ME,Pisgah Mountain Wind,PISGA,OP,"31,082"
12985,2019,ME,Pittsfield Hydro,GEN1,OP,"1,537"
12986,2019,ME,Pittsfield Hydro,GEN2,OP,"1,153"
12987,2019,ME,Pittsfield Hydro,GEN3,OP,"1,537"
12988,2019,ME,Pumpkin Hill,GEN1,OP,"5,654"
12989,2019,ME,Record Hill Wind,RHW,OP,"130,108"
12990,2019,ME,Red Shield Envir Old Town Facility,TG4,OS,
12991,2019,ME,Red Shield Envir Old Town Facility,TG6,OS,
12992,2019,ME,Red Shield Envir Old Town Facility,TG1,RE,
12993,2019,ME,Red Shield Envir Old Town Facility,TG2,RE,
12994,2019,ME,Red Shield Envir Old Town Facility,TG5,RE,
12995,2019,ME,ReEnergy Ashland,GEN1,RE,"63,871"
12996,2019,ME,ReEnergy Fort Fairfield,GEN1,RE,0
12997,2019,ME,ReEnergy Livermore Falls,GEN1,OP,"222,953"
12998,2019,ME,ReEnergy Stratton LLC,UNI1,OP,"208,909"
12999,2019,ME,Regional Waste Systems,TG1,OP,"79,415"
13000,2019,ME,Robbins Lumber,CAT,OP,32
13001,2019,ME,Robbins Lumber,WEST,OS,0
13002,2019,ME,Robbins Lumber,WEG,TS,0
13003,2019,ME,Rollins Wind Project,1,OP,"154,962"
13004,2019,ME,RoxWind,WIND1,U,
13005,2019,ME,Rumford Cogeneration,GEN1,OP,"560,001"
13006,2019,ME,Rumford Falls Hydro Facility,GEN1,OP,"46,230"
13007,2019,ME,Rumford Falls Hydro Facility,GEN2,OP,"46,230"
13008,2019,ME,Rumford Falls Hydro Facility,GEN3,OP,"50,225"
13009,2019,ME,Rumford Falls Hydro Facility,GEN4,SB,"24,542"
13010,2019,ME,Rumford Falls Hydro Facility,GEN5,OP,"43,376"
13011,2019,ME,Rumford Falls Hydro Facility,GEN6,OP,"43,376"
13012,2019,ME,Rumford Power LLC,UNT1,OP,"38,511"
13013,2019,ME,Rumford Power LLC,UNT2,OP,"23,905"
13014,2019,ME,S D Warren Westbrook,GEN1,OP,"2,693"
13015,2019,ME,S D Warren Westbrook,GEN2,OS,"2,693"
13016,2019,ME,S D Warren Westbrook,GEN3,OP,"2,693"
13017,2019,ME,S D Warren Westbrook,GEN4,OP,"3,591"
13018,2019,ME,S D Warren Westbrook,GEN5,OP,"3,591"
13019,2019,ME,S D Warren Westbrook,GEN6,OP,"3,591"
13020,2019,ME,S D Warren Westbrook,GEN7,OP,"2,693"
13021,2019,ME,S D Warren Westbrook,GEN9,OP,"59,339"
13022,2019,ME,S D Warren Westbrook,GN10,OP,"13,907"
13023,2019,ME,S D Warren Westbrook,GN11,OP,"2,693"
13024,2019,ME,S D Warren Westbrook,GN12,OP,898
13025,2019,ME,S D Warren Westbrook,GN13,OP,898
13026,2019,ME,S D Warren Westbrook,GN14,OP,898
13027,2019,ME,S D Warren Westbrook,GN15,OP,898
13028,2019,ME,S D Warren Westbrook,GN16,OP,"2,244"
13029,2019,ME,S D Warren Westbrook,GN17,OP,"2,244"
13030,2019,ME,S D Warren Westbrook,GEN8,RE,
13031,2019,ME,S D Warren Westbrook,GN18,RE,"1,795"
13032,2019,ME,S D Warren Westbrook,GN19,RE,"1,795"
13033,2019,ME,S D Warren Westbrook,GN20,RE,"1,795"
13034,2019,ME,Saddleback Ridge Wind Farm,SRW1,OP,"24,889"
13035,2019,ME,Saddleback Ridge Wind Farm,SRW2,OP,"75,252"
13036,2019,ME,Salmon Falls,GEN1,OP,"1,264"
13037,2019,ME,Salmon Falls,GEN2,OP,"1,264"
13038,2019,ME,Salmon Falls,GEN3,OP,"1,264"
13039,2019,ME,Samoset Solar,PGR21,L,
13040,2019,ME,Sanford Solar,SAS,U,
13041,2019,ME,Shawmut,SH1,OP,"3,524"
13042,2019,ME,Shawmut,SH2,OP,"3,524"
13043,2019,ME,Shawmut,SH3,OP,"3,524"
13044,2019,ME,Shawmut,SH4,OP,"3,524"
13045,2019,ME,Shawmut,SH5,OP,"3,524"
13046,2019,ME,Shawmut,SH6,OP,"4,531"
13047,2019,ME,Shawmut,SH7,OP,"11,075"
13048,2019,ME,Shawmut,SH8,OP,"11,075"
13049,2019,ME,Skelton,1,OP,"58,815"
13050,2019,ME,Skelton,2,OP,"58,815"
13051,2019,ME,"Solar Mule, LLC",COLBY,OP,"2,150"
13052,2019,ME,Somerset Plant,GEN1,OP,"250,316"
13053,2019,ME,Somerset Plant,GEN2,OP,"281,399"
13054,2019,ME,Spruce Mountain WInd,1,OP,"60,175"
13055,2019,ME,Squa Pan Hydro Station,SP1,SB,"1,120"
13056,2019,ME,Stetson Wind I,1,OP,"119,050"
13057,2019,ME,Stetson Wind II,1,OP,"56,636"
13058,2019,ME,Stillwater B,SWB-1,OP,"3,869"
13059,2019,ME,Stillwater B,SWB-2,OP,"3,869"
13060,2019,ME,Stillwater B,SWB-3,OP,"3,869"
13061,2019,ME,Stillwater Hydro Station,SW01,OP,"2,427"
13062,2019,ME,Stillwater Hydro Station,SW02,OP,"2,427"
13063,2019,ME,Stillwater Hydro Station,SW03,OP,"2,427"
13064,2019,ME,Stillwater Hydro Station,SW04,OP,"3,640"
13065,2019,ME,"Three Rivers Solar Power, LLC",3RIVS,U,
13066,2019,ME,Twin Rivers Paper Co LLC,GEN5,OP,"96,809"
13067,2019,ME,Upper Androscoggin,1,OS,
13068,2019,ME,Upper Androscoggin,2,OS,
13069,2019,ME,Upper Androscoggin,3,OS,
13070,2019,ME,Upper Barker,GEN1,OP,"4,216"
13071,2019,ME,Veazie C,1,CN,
13072,2019,ME,Waste Management Crossroads LFGTE,GEN1,OP,"11,872"
13073,2019,ME,Waste Management Crossroads LFGTE,GEN2,OP,"11,872"
13074,2019,ME,Weaver Wind,WEAVR,U,
13075,2019,ME,West Buxton,WB1,OP,"2,089"
13076,2019,ME,West Buxton,WB2,OP,"2,089"
13077,2019,ME,West Buxton,WB3,OP,"3,830"
13078,2019,ME,West Buxton,WB4,OP,"2,437"
13079,2019,ME,West Buxton,WB5,OP,"2,437"
13080,2019,ME,West Buxton,WB6,OP,"13,928"
13081,2019,ME,West Enfield Hydro,GEN1,OP,"42,616"
13082,2019,ME,West Enfield Hydro,GEN2,OP,"42,616"
13083,2019,ME,Westbrook Energy Center Power Plant,GTG1,OP,"311,180"
13084,2019,ME,Westbrook Energy Center Power Plant,GTG2,OP,"308,980"
13085,2019,ME,Westbrook Energy Center Power Plant,STG3,OP,"336,895"
13086,2019,ME,Weston Hydro,WE1,OP,"20,834"
13087,2019,ME,Weston Hydro,WE2,OP,"20,834"
13088,2019,ME,Weston Hydro,WE3,OP,"20,834"
13089,2019,ME,Weston Hydro,WE4,OP,"20,834"
13090,2019,ME,William F Wyman Hybrid,1,OP,0
13091,2019,ME,William F Wyman Hybrid,2,OP,0
13092,2019,ME,William F Wyman Hybrid,3,OP,"2,069"
13093,2019,ME,William F Wyman Hybrid,4,OP,"6,237"
13094,2019,ME,William F Wyman Hybrid,BESS,OP,"-2,364"
13095,2019,ME,Williams Hydro,WI1,OP,"34,739"
13096,2019,ME,Williams Hydro,WI2,OP,"29,776"
13097,2019,ME,"Woodland Pulp, LLC",HG1,OP,"12,147"
13098,2019,ME,"Woodland Pulp, LLC",HG10,SB,"4,859"
13099,2019,ME,"Woodland Pulp, LLC",HG2,SB,"12,147"
13100,2019,ME,"Woodland Pulp, LLC",HG3,OP,"13,362"
13101,2019,ME,"Woodland Pulp, LLC",HG4,SB,"3,239"
13102,2019,ME,"Woodland Pulp, LLC",HG5,SB,"3,239"
13103,2019,ME,"Woodland Pulp, LLC",HG6,SB,"3,239"
13104,2019,ME,"Woodland Pulp, LLC",HG7,OP,"6,479"
13105,2019,ME,"Woodland Pulp, LLC",HG8,OP,"8,098"
13106,2019,ME,"Woodland Pulp, LLC",HG9,OP,"8,098"
13107,2019,ME,"Woodland Pulp, LLC",TG10,OP,"201,272"
13108,2019,ME,"Woodland Pulp, LLC",TG11,OP,"131,615"
13109,2019,ME,Worumbo Hydro Station,GEN1,OP,"47,789"
13110,2019,ME,Worumbo Hydro Station,GEN2,OP,"47,789"
13111,2019,ME,Wyman Hydro,WY1,OP,"130,360"
13112,2019,ME,Wyman Hydro,WY2,OP,"130,360"
13113,2019,ME,Wyman Hydro,WY3,OP,"130,360"
13114,2019,MI,48th Street Peaking Station,7,OP,"5,103"
13115,2019,MI,48th Street Peaking Station,8,OP,"5,103"
13116,2019,MI,48th Street Peaking Station,9,OP,"10,897"
13117,2019,MI,A.J. Mihm Generating Station,M1,OP,"62,542"
13118,2019,MI,A.J. Mihm Generating Station,M2,OP,"62,542"
13119,2019,MI,A.J. Mihm Generating Station,M3,OP,"62,542"
13120,2019,MI,Ada Cogeneration LP,GEN1,OP,"113,112"
13121,2019,MI,Ada Cogeneration LP,GEN2,OP,"24,017"
13122,2019,MI,Ada Dam,ADA1,OP,"6,218"
13123,2019,MI,Adrian Energy Associates LLC,UNT1,OP,"4,526"
13124,2019,MI,Adrian Energy Associates LLC,UNT2,OP,"4,526"
13125,2019,MI,Adrian Energy Associates LLC,UNT3,OP,"4,526"
13126,2019,MI,Alcona,1,OP,"16,656"
13127,2019,MI,Alcona,2,OP,"16,656"
13128,2019,MI,Allegan Dam,1,OP,"2,683"
13129,2019,MI,Allegan Dam,2,OP,"4,829"
13130,2019,MI,Allegan Dam,3,OP,"6,439"
13131,2019,MI,Alpena Cement Plant,GE10,OP,0
13132,2019,MI,Alpena Cement Plant,GEN6,OP,"54,379"
13133,2019,MI,Alpena Cement Plant,GEN7,OP,"39,974"
13134,2019,MI,Alpena Cement Plant,GEN8,OP,"30,237"
13135,2019,MI,Alpena Cement Plant,GEN9,OP,"46,221"
13136,2019,MI,Alpine Power Plant,AI1,OP,"155,983"
13137,2019,MI,Alpine Power Plant,AI2,OP,"155,983"
13138,2019,MI,Apple Blossom Wind Farm,APLB1,OP,"265,032"
13139,2019,MI,Assembly Solar II LLC,AS2,U,
13140,2019,MI,Assembly Solar Project,ASP01,U,
13141,2019,MI,Autumn Hills Generating Facility,1,OP,"5,441"
13142,2019,MI,Autumn Hills Generating Facility,2,OP,"10,882"
13143,2019,MI,Autumn Hills Generating Facility,3,OP,"10,882"
13144,2019,MI,B C Cobb,1,RE,
13145,2019,MI,B C Cobb,2,RE,
13146,2019,MI,B C Cobb,3,RE,
13147,2019,MI,B C Cobb,4,RE,
13148,2019,MI,B C Cobb,5,RE,
13149,2019,MI,B E Morrow,A,RE,
13150,2019,MI,B E Morrow,B,RE,
13151,2019,MI,Battle Creek Mill,1TG,OP,"6,101"
13152,2019,MI,Battle Creek Mill,2TG,OS,0
13153,2019,MI,Bay Windpower I,BAY,OP,"2,480"
13154,2019,MI,Beaumont Hospital Dearborn Campus,1 2M,SB,8
13155,2019,MI,Beaumont Hospital Dearborn Campus,2 2M,SB,8
13156,2019,MI,Beaumont Hospital Dearborn Campus,500A,SB,2
13157,2019,MI,Beaumont Hospital Dearborn Campus,300KW,RE,
13158,2019,MI,Beaumont Hospital Dearborn Campus,500KW,RE,2
13159,2019,MI,Beaumont Hospital Dearborn Campus,EG#1,RE,
13160,2019,MI,Beaumont Hospital Dearborn Campus,EG#2,RE,
13161,2019,MI,Beaumont Hospital Dearborn Campus,EG#3,RE,
13162,2019,MI,Beaver Island,1,SB,35
13163,2019,MI,Beaver Island,2,SB,35
13164,2019,MI,Beaver Island,3,SB,26
13165,2019,MI,Beebe 1A,1,OP,"222,408"
13166,2019,MI,Beebe 1B,1,OP,"144,630"
13167,2019,MI,Belle River,1-Dec,OP,"110,437"
13168,2019,MI,Belle River,2-Dec,OP,"110,437"
13169,2019,MI,Belle River,13-1,OP,"110,437"
13170,2019,MI,Belle River,3,OP,-33
13171,2019,MI,Belle River,4,OP,-33
13172,2019,MI,Belle River,5,OP,-33
13173,2019,MI,Belle River,IC1,OP,-33
13174,2019,MI,Belle River,IC2,OP,-33
13175,2019,MI,Belle River,ST1,OP,"1,506,734"
13176,2019,MI,Belle River,ST2,OP,"3,963,792"
13177,2019,MI,Berrien Springs,10,OP,"2,799"
13178,2019,MI,Berrien Springs,11,OP,"2,799"
13179,2019,MI,Berrien Springs,12,OP,"2,799"
13180,2019,MI,Berrien Springs,1A,OP,"2,799"
13181,2019,MI,Berrien Springs,2A,OP,"2,799"
13182,2019,MI,Berrien Springs,3A,OP,"2,799"
13183,2019,MI,Berrien Springs,4A,OP,"2,799"
13184,2019,MI,Berrien Springs,5,OP,"2,799"
13185,2019,MI,Berrien Springs,6,OP,"2,799"
13186,2019,MI,Berrien Springs,7,OP,"2,799"
13187,2019,MI,Berrien Springs,8,OP,"2,799"
13188,2019,MI,Berrien Springs,9,OP,"2,799"
13189,2019,MI,Big Quinnesec 61,4,OP,"6,936"
13190,2019,MI,Big Quinnesec 61,5,OP,"6,936"
13191,2019,MI,Big Quinnesec 92,1,OP,"56,937"
13192,2019,MI,Big Quinnesec 92,2,OP,"56,937"
13193,2019,MI,"Big Turtle Wind Farm, LLC",BTWF1,OP,"28,961"
13194,2019,MI,"Big Turtle Wind Farm, LLC",BTWF2,OP,"42,573"
13195,2019,MI,"Bingham Solar, LLC",BINGH,T,
13196,2019,MI,Blue Water Energy Center,11,U,
13197,2019,MI,Blue Water Energy Center,12,U,
13198,2019,MI,Blue Water Energy Center,1S,U,
13199,2019,MI,Blue Water Renewables Inc,1,OP,"12,790"
13200,2019,MI,Blue Water Renewables Inc,2,OP,"12,790"
13201,2019,MI,Brent Run Generating Station,1-Jul,OP,"11,576"
13202,2019,MI,Brent Run Generating Station,2-Jul,OP,"11,576"
13203,2019,MI,Brent Run Generating Station,3-Jul,OP,"4,341"
13204,2019,MI,Brent Run Generating Station,4-Jul,OP,"11,576"
13205,2019,MI,Brent Run Generating Station,5-Jul,OP,"11,576"
13206,2019,MI,Brookfield,WPH2,OP,"255,051"
13207,2019,MI,Bryon Center,1,OP,"10,975"
13208,2019,MI,Bryon Center,2,OP,"10,975"
13209,2019,MI,Buchanan (MI),1,OP,"1,281"
13210,2019,MI,Buchanan (MI),10,OP,"1,601"
13211,2019,MI,Buchanan (MI),2,OP,"1,281"
13212,2019,MI,Buchanan (MI),3,OP,"1,281"
13213,2019,MI,Buchanan (MI),4,OP,"1,281"
13214,2019,MI,Buchanan (MI),5,OP,"1,281"
13215,2019,MI,Buchanan (MI),6,OP,"1,281"
13216,2019,MI,Buchanan (MI),7,OP,"1,601"
13217,2019,MI,Buchanan (MI),8,OP,"1,601"
13218,2019,MI,Buchanan (MI),9,OP,"1,601"
13219,2019,MI,C W Tippy,1,OP,"22,242"
13220,2019,MI,C W Tippy,2,OP,"22,242"
13221,2019,MI,C W Tippy,3,OP,"22,242"
13222,2019,MI,Cadillac Renewable Energy,GEN1,OP,"95,712"
13223,2019,MI,Cargill Salt,ACTG,OP,"6,192"
13224,2019,MI,Cargill Salt,EACTG,OA,0
13225,2019,MI,Cargill Salt,DCT,RE,
13226,2019,MI,Cargill Salt,DCTG,RE,
13227,2019,MI,Cargill Salt Hersey,ST1,OP,"1,698"
13228,2019,MI,Caro,1,OP,1
13229,2019,MI,Caro,2,OP,1
13230,2019,MI,Caro,3,OP,1
13231,2019,MI,Caro,4,OP,1
13232,2019,MI,Caro,5,OP,2
13233,2019,MI,Caro,6,OP,2
13234,2019,MI,Cascade Dam,CAS1,OP,"7,882"
13235,2019,MI,Cataract (MI),1,OP,"7,080"
13236,2019,MI,Central Michigan University,GT1,OP,"26,188"
13237,2019,MI,Central Michigan University,STM1,OP,"3,214"
13238,2019,MI,Chalk Hill,1,OP,"14,428"
13239,2019,MI,Chalk Hill,2,OP,"14,428"
13240,2019,MI,Chalk Hill,3,OP,"14,428"
13241,2019,MI,Chatham,CT02R,OP,23
13242,2019,MI,Chatham,CTOIS,OP,23
13243,2019,MI,Cheboygan,GEN1,OP,"4,857"
13244,2019,MI,Claude Vandyke,8,OP,"2,439"
13245,2019,MI,Claude Vandyke,5,RE,
13246,2019,MI,Claude Vandyke,6,RE,702
13247,2019,MI,Clinton,1,RE,-13
13248,2019,MI,Clinton,2,RE,-13
13249,2019,MI,Clinton,3,RE,
13250,2019,MI,Clinton,4,RE,
13251,2019,MI,Clinton,5,RE,
13252,2019,MI,Clinton,6,RE,-53
13253,2019,MI,Coldwater Peaking Plant,GEN1,OP,"1,788"
13254,2019,MI,Coldwater Peaking Plant,GEN2,OP,"1,788"
13255,2019,MI,Coldwater Peaking Plant,GEN3,OP,"1,788"
13256,2019,MI,Colfax,1,OP,136
13257,2019,MI,Colfax,2,OP,136
13258,2019,MI,Colfax,3,OP,136
13259,2019,MI,Colfax,4,OP,136
13260,2019,MI,Colfax,5,OP,136
13261,2019,MI,Conners Creek,1,RE,
13262,2019,MI,Conners Creek,15,RE,
13263,2019,MI,Conners Creek,16,RE,
13264,2019,MI,Conners Creek,2,RE,
13265,2019,MI,Constantine,1,OP,981
13266,2019,MI,Constantine,2,OP,981
13267,2019,MI,Constantine,3,OP,981
13268,2019,MI,Constantine,4,OP,981
13269,2019,MI,Cooke,1,OP,"10,795"
13270,2019,MI,Cooke,2,OP,"10,795"
13271,2019,MI,Cooke,3,OP,"10,795"
13272,2019,MI,Coopersville,1-Mar,OP,"4,807"
13273,2019,MI,Coopersville,2-Mar,OP,"4,807"
13274,2019,MI,Coopersville,3-Mar,OP,"4,807"
13275,2019,MI,Coopersville,4-Mar,OP,"4,807"
13276,2019,MI,Coopersville,5-Mar,OP,"4,807"
13277,2019,MI,Coopersville,6-Mar,OP,"4,807"
13278,2019,MI,Coopersville,7-Mar,OP,"9,614"
13279,2019,MI,Crescent Wind Park,GFWP,U,
13280,2019,MI,Cross Winds Energy Park,CWEP,OP,"227,204"
13281,2019,MI,Cross Winds Energy Park,CWEP2,OP,"90,063"
13282,2019,MI,Cross Winds Energy Park,CWEP3,OP,"155,358"
13283,2019,MI,Croswell,1,SB,0
13284,2019,MI,Croswell,2,SB,0
13285,2019,MI,Croswell,3,SB,0
13286,2019,MI,Croswell,4,SB,0
13287,2019,MI,Croswell,5,SB,0
13288,2019,MI,Croton,1,OP,"13,431"
13289,2019,MI,Croton,2,OP,"13,431"
13290,2019,MI,Croton,3,OP,"6,268"
13291,2019,MI,Croton,4,OP,"6,716"
13292,2019,MI,Crystal Falls,1,OP,"1,943"
13293,2019,MI,Crystal Falls,2,OP,"1,943"
13294,2019,MI,Crystal Falls,3,OP,"2,590"
13295,2019,MI,Dafter,1,OP,14
13296,2019,MI,Dafter,3,OP,14
13297,2019,MI,Dafter,4,OP,43
13298,2019,MI,Dafter,5,OP,43
13299,2019,MI,Dafter,2,RE,
13300,2019,MI,Dan E Karn,1A,OP,"883,348"
13301,2019,MI,Dan E Karn,1B,OP,0
13302,2019,MI,Dan E Karn,2A,OP,"890,504"
13303,2019,MI,Dan E Karn,2B,OP,0
13304,2019,MI,Dan E Karn,3,OP,"33,408"
13305,2019,MI,Dan E Karn,4,OP,"12,544"
13306,2019,MI,Dayton (MI),1,RE,
13307,2019,MI,Dayton (MI),2,RE,
13308,2019,MI,Dayton (MI),3,RE,
13309,2019,MI,Dayton (MI),4,RE,
13310,2019,MI,Dayton (MI),5,RE,
13311,2019,MI,Dean,GT1,OP,"67,311"
13312,2019,MI,Dean,GT2,OP,"67,311"
13313,2019,MI,Dean,GT3,OP,"67,311"
13314,2019,MI,Dean,GT4,OP,"67,311"
13315,2019,MI,Dearborn Energy Center,GTG-1,OP,0
13316,2019,MI,Dearborn Energy Center,GTG-2,OP,0
13317,2019,MI,Dearborn Energy Center,STG-1,OP,0
13318,2019,MI,Dearborn Industrial Generation,GT 1,OP,"1,146,445"
13319,2019,MI,Dearborn Industrial Generation,GT2,OP,"1,146,445"
13320,2019,MI,Dearborn Industrial Generation,GTP1,OP,"1,423,400"
13321,2019,MI,Dearborn Industrial Generation,ST1,OP,"1,766,427"
13322,2019,MI,Decorative Panels Intl,GEN1,OP,"50,717"
13323,2019,MI,"Deerfield Wind Energy, LLC",WT1,OP,"146,081"
13324,2019,MI,"Deerfield Wind Energy, LLC",WT2,OP,"261,611"
13325,2019,MI,"Deerfield Wind Energy, LLC",WT3,OP,"115,530"
13326,2019,MI,Delray,1-Nov,OP,"5,361"
13327,2019,MI,Delray,1-Dec,OP,"5,361"
13328,2019,MI,Delta Energy Park,DEPC2,U,
13329,2019,MI,Delta Energy Park,DEPC3,U,
13330,2019,MI,Delta Energy Park,DEPS1,U,
13331,2019,MI,Delta Energy Park,DEPST,U,
13332,2019,MI,Delta Solar Power I,DSPI,OP,"12,864"
13333,2019,MI,Delta Solar Power II,DSPII,OP,"24,704"
13334,2019,MI,Demille Solar Farm,1,OP,"41,485"
13335,2019,MI,Detour,6,OP,186
13336,2019,MI,Detour,7,OP,186
13337,2019,MI,DG AMP Solar Coldwater,AMPCW,OP,"1,923"
13338,2019,MI,Domino Farms Solar,1,OP,"1,380"
13339,2019,MI,Donald C Cook,1,OP,"8,145,032"
13340,2019,MI,Donald C Cook,2,OP,"8,012,816"
13341,2019,MI,E.B. Eddy Paper Inc,3TU,OP,"29,770"
13342,2019,MI,Eagle Valley (MI),GEN1,OP,"12,485"
13343,2019,MI,Eagle Valley (MI),GEN2,OP,"12,485"
13344,2019,MI,East. Michigan Univ. Heating Plant,COGN2,OP,"40,191"
13345,2019,MI,East. Michigan Univ. Heating Plant,COGEN,RE,
13346,2019,MI,Echo Wind Park,GEN1,OP,"120,095"
13347,2019,MI,Echo Wind Park,GEN2,OP,"151,088"
13348,2019,MI,Echo Wind Park,GEN3,OP,"121,064"
13349,2019,MI,Eckert Station,4,OP,"36,069"
13350,2019,MI,Eckert Station,5,OP,"8,574"
13351,2019,MI,Eckert Station,6,OP,0
13352,2019,MI,Eckert Station,1,RE,0
13353,2019,MI,Eckert Station,2,RE,
13354,2019,MI,Eckert Station,3,RE,0
13355,2019,MI,Edenville,1,OS,0
13356,2019,MI,Edenville,2,OS,0
13357,2019,MI,Edison Sault,10,OP,"3,255"
13358,2019,MI,Edison Sault,11,OP,"3,255"
13359,2019,MI,Edison Sault,12,OP,"3,255"
13360,2019,MI,Edison Sault,13,OP,"3,255"
13361,2019,MI,Edison Sault,14,OP,"3,255"
13362,2019,MI,Edison Sault,15,OP,"3,255"
13363,2019,MI,Edison Sault,16,OP,"3,255"
13364,2019,MI,Edison Sault,17,OP,"3,255"
13365,2019,MI,Edison Sault,18,OP,"3,255"
13366,2019,MI,Edison Sault,19,OP,"3,255"
13367,2019,MI,Edison Sault,20,OP,"3,255"
13368,2019,MI,Edison Sault,21,OP,"3,255"
13369,2019,MI,Edison Sault,22,OP,"3,255"
13370,2019,MI,Edison Sault,23,OP,"3,255"
13371,2019,MI,Edison Sault,24,OP,"3,255"
13372,2019,MI,Edison Sault,25,OP,"3,255"
